complaint_num,address,bin,boro,zip,inspection_date,disposition_date,disposition_code,comments,details,disp_num
4585517,512 BEACH 130 STREET,4304073,QUEENS,11694,2014-05-09,2014-05-15,C3,ACCESS DENIED - 1ST ATTEMPT,"Y1 - DUE TO FIRE DAMAGE AT BULKHEAD AND INSIDE APTS, SECOND MEANS OF EGRESS     COMPROMISED, CRACKS ON MAIN STAIRS",1
4706161,512 BEACH 130 STREET,4304073,QUEENS,11694,2017-11-14,2017-11-14,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,Y1  THE PREMISE IS IN STATE OF DISREPAIR WITH A PARTIAL COLLAPSE OF INTERIOR ALSO EXPOSURES 2 WHICH FRAMING AND SHEATHING HAS FAILED AND BULGING AND EXPOSURE 4 LEANING.,2
4706161,512 BEACH 130 STREET,4304073,QUEENS,11694,2017-09-13,2017-09-13,A8,ECB VIOLATION SERVED,AS PER BORO COMMISSIONER RESCISSION LETTER DATED 11-21-2019. OK TO RESCIND      VACATE ORDER # 254/17.,1
4736451,512 BEACH 130 STREET,4304073,QUEENS,11694,2018-07-18,2018-07-19,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"AT TIME OF INSPECTION OBSERVED BOTH SIDES OF THE HOUSE, NO CONSTRUCTION WORK IN PROGRESS.",1
4774364,512 BEACH 130 STREET,4304073,QUEENS,11694,2019-05-10,2019-05-10,A8, ECB VIOLATION SERVED,A8- STRUCTURE IN DISREPAIR WITH SIDING SHINGLES LOOSE AND MISSING THROUGHOUT STRUCTURE. AT EXPOSURE# 2 AT 2ND & 3RD FLRS BROKEN WINDOW PANE. SOFFITS THROUGHOUT STRUCTURE HAVE HOLES AND STRIPS OF WOOD LOOSE AND HANGING. ALSO OBSERVED STRUCTURE HAS NO GUTTER FOR RAIN RUNOFF.,1
4775476,512 BEACH 130 STREET,4304073,QUEENS,11694,2019-05-21,2019-05-21,H1, PLEASE SEE COMPLAINT NUMBER  4774364,H-1 NO STRUCTURAL ISSUES OBSERVED. SUMMONS ISSUED  5/10/19 # 39002849L FOR      COMPLAINT # 4774364.,1
4784314,512 BEACH 130 STREET,4304073,QUEENS,11694,2019-08-03,2019-08-05,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,AT THE TIME OF INSPECTION NO WORK BEING PERFORMED AT THE ABOVE LOCATION. THE    ROOF IS NOT TOUCH AS STATED IN COMPLAIN,1
4835398,512 BEACH 130 STREET,4304073,QUEENS,11694,2021-01-29,2021-01-29,Y1, FULL VACATE ORDER ISSUED,"Y-1 STRUCTURE RENDERED NON-COMPLIANT. AT TIME OF INSPECTION, AT ROOF LEVEL EXTENSIVE FIRE DAMAGE, WITH CHARRING OF BEAM, SECTION MISSING. WINDOWS OUT THROUGHOUT WITH CEILINGS OPEN  AND EXTENSIVE WATER AND SMOKE DAMAGE THROUGHOUT DUE TO FIRE AT 512 BEACH 130TH ST. VACATE ENTIRE STRUCTURE FORTHWITH",1
4835576,512 BEACH 130 STREET,4304073,QUEENS,11694,2021-02-04,2021-02-04,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,AT TIME OF INSPECTION NO RESPONSE TO DOOR KNOCKS. VACATE ORDER # Q28/2021       POSTED.,1
4836153,512 BEACH 130 STREET,4304073,QUEENS,11694,2021-02-05,2021-02-09,A1, BUILDINGS VIOLATION(S) SERVED,"OWNR TO RETAN NYSPE TO EVALU ENTRE BLDG&PREP REPR DRWGS.BLDG                    TO BE REPR'D UNDR PRMT START BY 3/22/21,&SIGN OFF BY 5/14/21",1
4846924,512 BEACH 130 STREET,4304073,QUEENS,11694,2021-07-01,2021-07-01,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO DEBRIS OBSERVED IN NEIGHBOR'S PROPERTY.OBSERVED NO PILING DEBRIS AT SIDEWALK  FRONT AND BACK YARD.PERMIT # Q00488110-I1-GC. NO FENCE REQUIRED,1
4847028,512 BEACH 130 STREET,4304073,QUEENS,11694,2021-06-04,2021-06-04,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,I-2 NO DEMOLITION ONGOING. NO DEBRIS OBSERVED AT TIME OF INSPECTION. PERMIT     POSTED FOR ALTERATION.,1
4847035,512 BEACH 130 STREET,4304073,QUEENS,11694,2021-06-04,2021-06-04,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,I-2 NO DEMOLITION OBSERVED. INTERIOR PERMITTED WORK ONGOING. NO ISSUES OBSERVED.,1
4847579,512 BEACH 130 STREET,4304073,QUEENS,11694,2021-07-01,2021-07-01,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,OBSERVED WORK IN PROGRESS AS PER DOB APPROVED PERMIT# Q00488110-I1-GC. GREEN FENCE NOT REQUIRED.NO WORK BEING DONE OBSERVED OVER SIDEWALK. NO UNSAFE CONDITION OVSERVED.,1
4850173,512 BEACH 130 STREET,4304073,QUEENS,11694,2021-07-01,2021-07-01,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,PERMIT#Q00488110-I1-GC POSTED FOR ROOF RENOVATION,1
4850214,512 BEACH 130 STREET,4304073,QUEENS,11694,2021-07-01,2021-07-01,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,OBSERVED WORK IN PROGRESS AS PER DOB APPROVED PERMIT# Q00488110-I1-GC. GREEN FENCE NOT REQUIRED. NO DEBRIS OBSERVED IN SIDEWALK AND NEIGHBOR PROPERTY.NO UNSAFE CONDITION OVSERVED.,1
4873734,512 BEACH 130 STREET,4304073,QUEENS,11694,NA,NA,-,-,NA,1
4841022,801 GARAGE CHURCH ROAD,4442163,QUEENS,11693,2021-04-02,2021-04-03,Y1,FULL VACATE ORDER ISSUED,PROVIDE OHP @EXP#1 AS PER SSP,2
4841022,801 GARAGE CHURCH ROAD,4442163,QUEENS,11693,2021-04-02,2021-04-02,Y1,FULL VACATE ORDER ISSUED,MAINTAIN / PROVIDE REQD DOCS ON SITE,1
4841225,801 GARAGE CHURCH ROAD,4442163,QUEENS,11693,2021-04-05,2021-04-06,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,POSTING OF VACATE ORDER #Q93/2021 AND IS IN COMPLIANCE. NO ACTION NEEDED.,1
4844359,801 GARAGE CHURCH ROAD,4442163,QUEENS,11693,2021-04-29,2021-05-10,A1, BUILDINGS VIOLATION(S) SERVED,OWNR TO RETN NYSPE&LIC'D CONTR ENDORSE TO DEMO GAR UNDR PRMT                    (REF JOB#421789283)STRT BY 5/24/21 &CMPLT/SIGNOFF BY 6/18/21,1
4854153,801 GAR CHURCH ROAD,4442163,QUEENS,11693,2021-08-03,2021-08-03,P6, INITIAL NOTIFICATION ACCEPTED,NOTIFICATION ACCEPTED,1
4735640,103-10 GAR 51 AVENUE,4447720,QUEENS,11368,2018-06-08,2018-06-08,H1, PLEASE SEE COMPLAINT NUMBER  4735647,SEE COMPLAINT # 4735647,1
4735647,103-10 GAR 51 AVENUE,4447720,QUEENS,11368,2019-03-19,2019-03-19,Y2,VACATE ORDER FULLY RESCINDED,NO CONSTRUCTION IN PROGRESS AT TIME OF INSPECTION,2
4735647,103-10 GAR 51 AVENUE,4447720,QUEENS,11368,2018-06-07,2018-06-07,Y1,FULL VACATE ORDER ISSUED,NO REPLY APT 6C,1
4735737,103-10 GAR 51 AVENUE,4447720,QUEENS,11368,2018-06-11,2018-06-12,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"VACATE ORDER COMPLIED WITH, PVO POSTED",1
4171501,187-40 HOLLIS AVENUE,4458780,QUEENS,11423,2003-08-19,2003-08-25,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,OCCUPANCY CONFORMS TO CO 400489501--JUNK AND SALVAGE YARD &                     VEHICLE STORAGE AND REPAIR,1
4175042,187-40 HOLLIS AVENUE,4458780,QUEENS,11423,2003-10-07,2003-10-09,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO CONST. WORK GOING ON  REH BLDG. NEXT DOOR,1
4369847,187-40 HOLLIS AVENUE,4458780,QUEENS,11423,2008-09-11,2008-09-17,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO VIOLATING CONDITION FOUND CONFORMS TO ZONING,1
4605220,187-40 HOLLIS AVENUE,4458780,QUEENS,11423,2018-06-16,2018-06-18,Y2,VACATE ORDER FULLY RESCINDED,Y-1 FULL VACATE  DUE TO FIRE. EXTENSIVE FIRE AND SMOKE DAMAGE THROUGHOUT APT 8. WINDOWS OUT ROOF OPEN. WATER DAMAGE HAS OCCURRED THROUGHOUT BUILDING WITH MANY APTS CEILINGS OPEN AND WATER DAMAGE OBSERVED.,2
4605220,187-40 HOLLIS AVENUE,4458780,QUEENS,11423,2014-11-18,2014-11-18,Y3,PARTIAL VACATE ORDER ISSUED,CCD-1 FOR THE HOIST WAIVER AND STAND PIPE CERTIFICATION WERE                    PROVIDED,1
4726010,187-40 HOLLIS AVENUE,4458780,QUEENS,11423,2018-06-16,2018-06-18,Y2,VACATE ORDER FULLY RESCINDED,"AT TIME OF INSPECTION, FIRE DAMAGED PORTION OF THE BUILDING REMAINS IN A STATE OF DISREPAIR AND UNOCCUPIED. NO OBJECTION TO AN ADMINISTRATIVE PARTIAL VACATE DISMISSAL FOR THE 2 COMMERCIAL SPACES AT EXPOSURES # 4.",2
4726010,187-40 HOLLIS AVENUE,4458780,QUEENS,11423,2018-03-17,2018-03-17,Y1,FULL VACATE ORDER ISSUED,"AT TIME OF INSPECTION, APPOINTMENT NOT KEPT. NO AGENT AVAILABLE TO ASSIST WITH  INSPECTIONS.",1
4726188,187-40 HOLLIS AVENUE,4458780,QUEENS,11423,2018-03-23,2018-03-26,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"VACATE ORDER COMPLIED WITH, AND ALL LOOSE DEBRIS HAS BEEN REMOVED",1
4729396,187-40 HOLLIS AVENUE,4458780,QUEENS,11423,2018-04-23,2018-04-24,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO PEOPLE FOUND SLEEPING OR SLEEPING ARRANGEMENT OBSERVED IN THE PREMISES AT THETIME OF INSPECTION.,1
4729397,187-40 HOLLIS AVENUE,4458780,QUEENS,11423,2018-06-06,2018-06-08,A8, ECB VIOLATION SERVED,OCCUPANCY CONTRARY TO THAT ALLOWED BY THE C OF O #4004895001                    (PTREMISES NOW USED AS RECYCLING CENTER),1
4734470,187-40 HOLLIS AVENUE,4458780,QUEENS,11423,2018-05-11,2018-05-29,W1, VIOLATION SERVED FOR DISOBEYING VACATE ORDER,BUILDING OCCUPIED FOR STORAGE FOR RECYCLING PRODUCTS,1
4734763,187-40 HOLLIS AVENUE,4458780,QUEENS,11423,2018-07-16,2018-07-17,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,AT TIME OF INSPECTION THERE WAS NO SIGNS OF RECYCLING MATERIALS IN OFFICE. BEINGUSED AS OFFICES ONLY .,1
4779970,99-17 GARAGE 32 AVENUE,4470735,QUEENS,11369,2019-06-27,2019-06-28,Y1,FULL VACATE ORDER ISSUED,NO ACCESS.,2
4779970,99-17 GARAGE 32 AVENUE,4470735,QUEENS,11369,2019-06-27,2019-06-27,D5,COMPLAINT ASSIGNED TO EMERGENCY RESPONSE TEAM,.,1
4780380,99-17 GARAGE 32 AVENUE,4470735,QUEENS,11369,2019-07-02,2019-07-02,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,IN COMPLIANCE WITH 24 HOUR RE-INSPECTION OF VACATE ORDER Q262/19.,1
4839859,53-33 GARAGE 202 STREET,4491299,QUEENS,11364,2021-03-22,2021-03-23,A6, VIOLATION(S) ISSUED,A-6  UNSAFE GARAGE COLLAPSED/OR COLLAPSING CMU WALLS AND WOOD FRAME ROOF,1
4839986,53-33 GARAGE 202 STREET,4491299,QUEENS,11364,2021-03-22,2021-03-23,Y1, FULL VACATE ORDER ISSUED,Y-1 FAILURE TO MAINTAIN GARAGE IN STATE OF DISREPAIR ROOF COLLAPSED AND CMU WALL HAS COLLAPSED AND IN DANGER OF COLLAPSING ONTO ADJOINING PROPERTIES. FULL VACATE GARAGE,1
4840069,53-33 GARAGE 202 STREET,4491299,QUEENS,11364,2021-03-24,2021-03-24,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,SERVED PARTIAL VACATE ORDER #Q78/2021 FOR GARAGE / REAR YARD AND IS IN          COMPLIANCE. NO ACTION IS NECESSARY.,1
4840355,53-33 GARAGE 202 STREET,4491299,QUEENS,11364,2021-03-24,2021-03-25,A1, BUILDINGS VIOLATION(S) SERVED,OWNR RETN NYSPE EVAL ENTRE STRUCT&PREP DEMO DWGS.BLDG TO BE                     DEMO'D UNDR PRMT STRT BY 4/19/21 & CMPLT/SIGNEDOFF BY 5/7/21,1
4846225,53-33 GAR 202 STREET,4491299,QUEENS,11364,2021-05-27,2021-05-27,P6, INITIAL NOTIFICATION ACCEPTED,NOTIFICATION ACCEPTED,1
4780053,91-08 GARAGE 172 STREET,4499260,QUEENS,11432,2019-06-27,2019-06-27,Y1, FULL VACATE ORDER ISSUED,A1-STRUCTURE RENDERED NON COMPLIANT DUE TO FIRE CAUSING EXTENSIVE CHARRING TO JOIST AND FRAMING THROUGHOUT MAKING STRUCTURE UNSAFE TO OCCUPY. VACATE FORTHWITH.,1
4782311,91-08 GARAGE 172 STREET,4499260,QUEENS,11432,2019-07-24,2019-07-25,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,VACATE ORDER# Q282/19 IS COMPLIED WITH,1
4831001,91-16 GARAGE 193 STREET,4504425,QUEENS,11423,2020-12-09,2020-12-09,Y1, FULL VACATE ORDER ISSUED,"Y-1 AT REAR OF PROPERTY, DETACHED, WOOD FRAME 2 CAR GARAGE HAS ROOF COLLAPSED AND EXTERIOR WALL AT EXPOSURE 4 SEVERELY LEANING INWARD AND IS IN DANGER OF COLLAPSE. VACATE GARAGE FORTHWITH",1
4831124,91-16 GARAGE 193 STREET,4504425,QUEENS,11423,2020-12-09,2020-12-09,A6, VIOLATION(S) ISSUED,"A-6 AT REAR OF PROPERTY, DETACHED, WOOD FRAME 2 CAR GARAGE HAS ROOF COLLAPSED AND EXPOSURE 4 WALL SEVERELY LEANING INWARD AND IN DANGER OF COLLAPSE",1
4831194,91-16 GARAGE 193 STREET,4504425,QUEENS,11423,2020-12-10,2020-12-11,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,AT TIME OF INSPECTION OBSERVED GARAGE IS IN COMPLIANCE WITH VACATE ORDER #      Q1331/2020. PEREMPTORY VACATE ORDER POSTED.,1
4862195,9116 GAR 193RD ST,4504425,QUEENS,11423,2021-10-18,2021-10-18,P6, INITIAL NOTIFICATION ACCEPTED,NOTIFICATION ACCEPTED,1
4785825,170-19 GAR 118 AVENUE,4510610,QUEENS,11434,2019-08-15,2019-08-15,Y1, FULL VACATE ORDER ISSUED,Y-1 FULL VACATE ON GARAGE THAT IS IN A STATE OF DISREPAIRS ROOF COLLAPSING INTO GARAGE AND EXPOSURE 1 AND 4 HAS SEPARATED AND IN DANGER OF COLLAPSE.,1
4786367,170-19 GAR 118 AVENUE,4510610,QUEENS,11434,2019-08-20,2019-08-20,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,VACATE ORDER #Q310/19 IS IN COMPLIANCE AT TIME OF INSPECTION.,1
4786495,170-19 GAR 118 AVENUE,4510610,QUEENS,11434,2019-08-15,2019-08-20,A6, VIOLATION(S) ISSUED,A6-UB FOR FULL DEMO ISSUED FOR THE GARAGE THAT IS IN A STATE OF DISREPAIR. ROOF COLLAPSING INTO GARAGE AND EXPOSURE 1 AND 4 WALLS  HAVE SEPARATED AND IN DANGER OF COLLAPSE.,1
4852853,17019 GAR 118 AVE,4510610,QUEENS,11434,2021-07-22,2021-07-22,P6, INITIAL NOTIFICATION ACCEPTED,NOTIFICATION ACCEPTED,1
4800503,234-27 GAR 135 AVENUE,4514587,QUEENS,11422,2020-01-02,2020-01-02,Y1, FULL VACATE ORDER ISSUED,Y-1 - VAN IMPACTING THE GARAGE CAUSING THE STRUCTURE TO BE UNSTABLE WITH THE    HIGH POTENTIAL OF COLLAPSING.,1
4800552,234-27 GAR 135 AVENUE,4514587,QUEENS,11422,2020-01-04,2020-01-04,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,24 HOUR RE INSPECTION OF VACATE ORDER Q5/20 IS COMPLIED WITH...WORKERS ARE      SECURING THE LOT AND WITH PLYWOOD FENCE,1
4800610,234-27 GAR 135 AVENUE,4514587,QUEENS,11422,2020-01-03,2020-01-03,A1, BUILDINGS VIOLATION(S) SERVED,IMMED INSTL TIGHTBOARD FENCE@EXP1 TO CLSE SIDEWLK&APPROX 15'                    AWAY@EXP2-PREVENT ACCESS TO COLLAPSE ZONE.FILE WITHIN 2 DAYS,1
4800962,234-27 GAR 135 AVENUE,4514587,QUEENS,11422,2020-01-03,2020-01-07,A1, BUILDINGS VIOLATION(S) SERVED,FULLY DEMO DETCH GAR TO GRADE@DIRECT OF PE.WRK CONTIN DIRECT                    &SUPV PE/RA.WRK STRT BY 1/9/20.FILE PRMT W/IN 2 DAY WRK STRT,1
4842224,65-04 GARAGE 80 STREET,4521350,QUEENS,11379,2021-04-15,2021-04-15,Y1, FULL VACATE ORDER ISSUED,"Y-1 FULL VACATE ORDER ISSUED FOR THE ROOF DUE MULTIPLE HOLE AT ROOF LEVEL, A    SUMMONS ISSUED FOR FAILURE TO MAINTAIN",1
4842378,65-04 GARAGE 80 STREET,4521350,QUEENS,11379,2021-04-19,2021-04-20,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,24 HR RE INSPECTION OF VACATE #Q 107/2021 IS COMPLIED WIRTH .,1
4844356,65-04 GARAGE 80 STREET,4521350,QUEENS,11379,2021-04-29,2021-05-10,A1, BUILDINGS VIOLATION(S) SERVED,OWNR RETN NYSPE TO EVAL ENTRE BLDG&PREP RPR DWGS.BLDG TO BE                     RPR'D UNDR PRMT STRT BY 6/28/21 & CMPLT&SIGNEDOFF BY 8/6/21,1
4804283,161-22 GAR 119 ROAD,4527595,QUEENS,11434,2020-02-10,2020-02-10,A6, VIOLATION(S) ISSUED,GARAGE DOORS ARE OPEN AND UNGUARDED ALLOWING UNAUTHORIZED ACCESS. UB FILED.,1
4856693,161-22 GAR 119 ROAD,4527595,QUEENS,11434,2021-08-29,2021-08-29,Y1,FULL VACATE ORDER ISSUED,VACATE # 6/09 ISSUED,2
4856693,161-22 GAR 119 ROAD,4527595,QUEENS,11434,2021-08-29,2021-08-29,A1,BUILDINGS VIOLATION(S) SERVED,NO ANSWER TO DOORS. LS4 POSTED,1
4856822,161-22 GAR 119 ROAD,4527595,QUEENS,11434,2021-08-31,2021-08-31,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO EVIDENCE OF OCCUPENCY OBSERVED AT TIME OF INSPECTION. VACATE ORDER POSTED    #Q236/2021.,1
4718864,173-47 GAR 105 AVENUE,4584308,QUEENS,11433,2018-01-10,2018-01-10,Y1, FULL VACATE ORDER ISSUED,"Y-1 - AT TIME OF INSPECTION, GARAGE IS IN DISREPAIR - LARGE VERTICAL CRACKS AT EXPOSURE 2, 3, AND 4 FROM GROUND TO TOP OF WALL. 1 LARGE HOLE AT TOP OF PEAK OF ROOF LINE TOWARDS THE REAR OF GARAGE. VACATE ENTIRE GARAGE AND REAR YARD FORTHWITH.",1
4719256,173-47 GAR 105 AVENUE,4584308,QUEENS,11433,2018-01-16,2018-01-17,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,VACATE ORDER COMPLIED WITH.,1
4751553,173-47GAR 105 AVE,4584308,QUEENS,11433,2018-10-16,2018-10-16,P6, INITIAL NOTIFICATION ACCEPTED,NOTIFICATION ACCEPTED,1
4816216,107-29 REAR 165 STREET,4599521,QUEENS,11433,2020-07-30,2020-07-30,Y2,VACATE ORDER FULLY RESCINDED,BORO COMMISSIONER HAS ORDERED WORK STOPPED FOR JOB # 421408079 DUE TO INTENT TO REVOKE GENERAL CONTRACTOR/CONSTRUCTION SUPERINTENDENT PERMIT. STOP ALL WORK IMMEDIATELY AND MAKE SITE SAFE.,2
4816216,107-29 REAR 165 STREET,4599521,QUEENS,11433,2020-07-12,2020-07-13,Y1,FULL VACATE ORDER ISSUED,"COMPLAINT REINSPECTION#4853791 COMPLETED,SWO#073021RAM01 RESCINDED.GREEN ISLAND GROUP CORP WILL REMOVE DEBRIS MANUALLY AS PER COMPANY LETTER SUBMITTED,NO HOISTING OR CRANE USE IS PERMITTED AS PER THIS RESCIND.",1
4816286,107-29 REAR 165 STREET,4599521,QUEENS,11433,2020-07-12,2020-07-13,A6, VIOLATION(S) ISSUED,A-6 - PARTIAL COLLAPSE OF THE GARAGE DUE TO A FIRE AND FIRE FIGHTING OPERATION - UB DRAFTED AND IED FOR CONSTRUCTION FENCE FOR APPROX 20FT X 25FT X 20FT AROUND THE PERIMETER AND SURROUNDING YARD AFFECTED.,1
4816363,107-29 REAR 165 STREET,4599521,QUEENS,11433,2020-07-14,2020-07-14,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,AT TIME OF INSPECTION OBSERVED NO OCCUPANCY AT THE GARAGE AND THE SURROUNDING   PREMISE. NO ACTION NEEDED.,1
4830758,204-01 GAR MURDOCK AVENUE,4607136,QUEENS,11412,2020-12-04,2020-12-04,Y1, FULL VACATE ORDER ISSUED,Y-1 FULL VACATE ORDER FOR THE GARAGE HAS BEEN ISSUED DUE TO THE COLLAPSE OF THE EXPOSURE 3 AND 4 CMU WALLS,1
4830879,204-01 GAR MURDOCK AVENUE,4607136,QUEENS,11412,2020-12-08,2020-12-08,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,POSTING OF VACATE ORDER # Q1328/2020 FOR GARAGE. NO ACTION IS NECESSARY.,1
4854858,20401 GAR MURDOCK AVE,4607136,QUEENS,11412,2021-08-10,2021-08-10,P6, INITIAL NOTIFICATION ACCEPTED,NOTIFICATION ACCEPTED,1
4774194,110-11 GAR INWOOD STREET,4614872,QUEENS,11435,2019-07-23,2019-07-29,Y2,VACATE ORDER FULLY RESCINDED,SCREW JACK LALLY COLUMN IN THE CELLAR NOT CONFORM TO APPROVED PLAN . WINDOWS AT FRONT AND LEFT SIDE ARE NOT CAPED AND WATER SEALED. NOT OK TO LIFT THE VACATE ORDER. FULL VACATE ORDER REMAINS.,2
4774194,110-11 GAR INWOOD STREET,4614872,QUEENS,11435,2019-05-09,2019-05-09,Y1,FULL VACATE ORDER ISSUED,"FULL VACATE REMAINS. AT THE TIME OF INSPECTION, AT FRONT OF THE BUILDING ABOVE THE FRONT PORCH EXTENSION APPROX. 2'-1/2 INCH DIFFERENCE. WATER DAMAGE TO WOOD BEAMS AND SEPARATION. AT RIGHT SIDE DAMAGED WOOD POST. SIDING AT FRONT AND RIGHT OF THE BUILDING IS LOOSE.",1
4774242,110-11 GAR INWOOD STREET,4614872,QUEENS,11435,2019-07-23,2019-07-23,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,REFERRED TO ERT,2
4774242,110-11 GAR INWOOD STREET,4614872,QUEENS,11435,2019-05-09,2019-05-09,A6,VACANT/OPEN/UNGUARDED STRUCTURE - VIOLATION(S) ISSUED,WINDOWS ARE CAPED AND WATER SEALED. LALLY COLUMN IN THE CELLAR CONFORMS TO APPROVED PLAN. OK TO DISMISS VACATE ORDER.,1
4774764,110-11 GAR INWOOD STREET,4614872,QUEENS,11435,2019-05-16,2019-05-20,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,PEREMPTORY VACATE ORDER SERVED TO OWNER.,1
5098045,14 GORDON STREET,5013968,STATEN ISLAND,10304,2012-05-31,2012-06-01,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,FSWO-STOP ALL WORK PROVIDE APPROVED SUPPORT OF EXCAVATION                        ******CSE AUDIT BADGE #3040*****,2
5098045,14 GORDON STREET,5013968,STATEN ISLAND,10304,2012-05-31,2012-05-31,D1,COMPLAINT ASSIGNED TO CONSTRUCTION ENFORCEMENT,FSWO-STOP ALL WORK PROVIDE APPROVED SUPPORT OF EXCAVATION                        #2555,1
5101592,14 GORDON STREET,5013968,STATEN ISLAND,10304,2013-01-29,2013-01-30,A8, ECB VIOLATION SERVED,WATER LEAKING THROUGH BASE OF CEMENTED UP WINDOW OF A VACANT                    BUILDING,1
5102331,14 GORDON STREET,5013968,STATEN ISLAND,10304,2013-02-12,2013-02-13,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,BUILDING IS SEALED,1
5104689,14 GORDON STREET,5013968,STATEN ISLAND,10304,2013-06-19,2013-06-20,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,BUILDING IS SECURE FRONT GATE LOCKED ALSO,1
5104895,14 GORDON STREET,5013968,STATEN ISLAND,10304,2013-06-24,2013-06-25,A6, VIOLATION(S) ISSUED,ONE GROUND FLOOR PREVIOUS SEALED WINDOWS NOW OPEN UB#29/2013                    FILED,1
5105490,14 GORDON STREET,5013968,STATEN ISLAND,10304,2013-07-29,2013-07-29,H1, PLEASE SEE COMPLAINT NUMBER  5104895,"PENDING VIOLATION FILED INDER COMPLAINT # 5104895 FOR UNSAFE                     BUILDING OPEN, PENDING COURT ACTION",1
5114263,14 GORDON STREET,5013968,STATEN ISLAND,10304,2015-03-18,2015-03-19,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"BLDG IS SEALED, PADLOCK CLOSED NO WATER OBSERVED",1
5127303,14 GORDON STREET,5013968,STATEN ISLAND,10304,2017-05-31,2017-06-01,A6, VIOLATION(S) ISSUED,"VACANT BLDG - SEALED, ROOF OF BUILDING IS CAVING IN AND STRUCTURALLY UNSOUND. ATTACHED BUILDING AT LEFT SIDE IS OCCUPIED. UB FILED.",1
5128364,14 GORDON STREET,5013968,STATEN ISLAND,10304,2017-06-28,2017-06-28,H1, PLEASE SEE COMPLAINT NUMBER  5127303,SEE COMPLAINT # 5127303. UB FILE ON 05/31/2017.,1
5131532,14 GORDON STREET,5013968,STATEN ISLAND,10304,2017-11-20,2017-11-20,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,BUILDING IS VACANT CLOSED AND GUARDED NO DEMO WORK BEING DONE,1
5131646,14 GORDON STREET,5013968,STATEN ISLAND,10304,2017-12-01,2017-12-08,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"AT EXPOSURE #1,3&4 NO ACCESSIBLE OPENINGS SAFE AND GUARDED",1
5133727,14 GORDON STREET,5013968,STATEN ISLAND,10304,2018-04-17,2018-04-17,A6, VIOLATION(S) ISSUED,VIO ISSUED OPEN & UNGUARDED EXP # 1 & EXP # 3,1
5135753,14 GORDON STREET,5013968,STATEN ISLAND,10304,2018-07-18,2018-07-18,A8,ECB VIOLATION SERVED,"PARTIAL RESCIND TO INSTALL S.O.E. AS PER DRAWINGS, SAFETY &                     HOUSKEEPING",2
